BSS00035	CTCF	FINAL_CTCF_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	DNase-seq	FINAL_DNase-seq_BSS00035.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00035	H3K27ac	FINAL_H3K27ac_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	H3K27me3	FINAL_H3K27me3_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	H3K36me3	FINAL_H3K36me3_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	H3K4me1	FINAL_H3K4me1_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	H3K4me3	FINAL_H3K4me3_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00035	H3K9me3	FINAL_H3K9me3_BSS00035.sub_VS_FINAL_WCE_BSS00035.pval.signal.bedgraph.gz
BSS00036	H2AFZ	FINAL_H2AFZ_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K27ac	FINAL_H3K27ac_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K27me3	FINAL_H3K27me3_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K36me3	FINAL_H3K36me3_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K4me1	FINAL_H3K4me1_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K4me3	FINAL_H3K4me3_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00036	H3K79me2	FINAL_H3K79me2_BSS00036.sub_VS_FINAL_WCE_BSS00036.pval.signal.bedgraph.gz
BSS00037	DNase-seq	FINAL_DNase-seq_BSS00037.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00038	DNase-seq	FINAL_DNase-seq_BSS00038.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00039	H3K27me3	FINAL_H3K27me3_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00039	H3K36me3	FINAL_H3K36me3_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00039	H3K4me1	FINAL_H3K4me1_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00039	H3K4me3	FINAL_H3K4me3_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00039	H3K9ac	FINAL_H3K9ac_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00039	H3K9me3	FINAL_H3K9me3_BSS00039.sub_VS_FINAL_WCE_BSS00039.pval.signal.bedgraph.gz
BSS00043	H3K27ac	FINAL_H3K27ac_BSS00043.sub_VS_FINAL_WCE_BSS00043.pval.signal.bedgraph.gz
BSS00045	DNase-seq	FINAL_DNase-seq_BSS00045.sub_VS_Uniform_BKG_CONTROL_36_50000000.pval.signal.bedgraph.gz
BSS00046	H3K27ac	FINAL_H3K27ac_BSS00046.sub_VS_FINAL_WCE_BSS00046.pval.signal.bedgraph.gz
BSS00046	H3K36me3	FINAL_H3K36me3_BSS00046.sub_VS_FINAL_WCE_BSS00046.pval.signal.bedgraph.gz
